Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
mainPackage.EnvironmentImplementation,environment:implementation,@NestedLexicalEnvironment,nested:lexical:environment,lookupFun,fun,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,getParent,get:parent
mainPackage.EnvironmentImplementation,environment:implementation,@NestedLexicalEnvironment,nested:lexical:environment,lookupFun,fun,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,getFun,get:fun
mainPackage.EnvironmentImplementation,environment:implementation,@NestedLexicalEnvironment,nested:lexical:environment,lookupFun,fun,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,getScope,get:scope
mainPackage.EnvironmentImplementation,environment:implementation,@NestedLexicalEnvironment,nested:lexical:environment,newChild,new:child,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment,mainPackage.EnvironmentImplementation,environment:implementation,@NestedLexicalEnvironment,nested:lexical:environment,EnvironmentImplementation,environment:implementation
mainPackage.Runner,runner,@Main,main,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment,main.lisp.parser.terms.ExpressionFactory,expression:factory,main.lisp.parser.terms.ExpressionFactory,expression:factory,setClass,set:class
mainPackage.Runner,runner,@Main,main,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment,mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerAll,register:all
mainPackage.Runner,runner,@Main,main,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment,mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,OperatorRegistry,operator:registry
mainPackage.Runner,runner,@Main,main,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment,main.lisp.evaluator.environment.EnvironmentFactory,environment:factory,main.lisp.evaluator.environment.EnvironmentFactory,environment:factory,setClass,set:class
mainPackage.Runner,runner,@Main,main,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment,main.lisp.parser.terms.IdentifierAtomFactory,identifier:atom:factory,main.lisp.parser.terms.IdentifierAtomFactory,identifier:atom:factory,setClass,set:class
mainPackage.Runner,runner,@Main,main,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment,main.lisp.evaluator.ExpressionEvaluatorFactory,expression:factory,main.lisp.evaluator.ExpressionEvaluatorFactory,expression:factory,setClass,set:class
mainPackage.Runner,runner,@Main,main,main,main,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment,main.Main,main,main.Main,main,main,main
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerAll,register:all,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Relational.LessThanEvaluator,less:than,@LTEvaluator,lt,LessThanEvaluator,less:than
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Relational.LessThanOrEqualToEvaluator,less:than:or:equal:to,@LTEEvaluator,none,LessThanOrEqualToEvaluator,less:than:or:equal:to
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Relational.GreaterThanEvaluator,greater:than,@GTEvaluator,none,GreaterThanEvaluator,greater:than
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Relational.GreaterThanOrEqualToEvaluator,greater:than:or:equal:to,@GTEEvaluator,gte,GreaterThanOrEqualToEvaluator,greater:than:or:equal:to
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,LoadEvaluator,load
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Logical.AndEval,and,@AndEvaluator,and,AndEval,and
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Expression.ListEvaluator,list,@ListEvaluator,list,ListEvaluator,list
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Expression.QuoteEvaluator,quote,@QuoteEvaluator,quote,QuoteEvaluator,quote
