Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
196,,Sat Nov 06 23:06:01 EDT 2021,LessThanEvaluator.java,1636254361467,6208,6208,(I)18,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[]
197,,Sat Nov 06 23:06:07 EDT 2021,LessThanEvaluator.java,1636254367774,-4536,-4536,(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)2(R)1(I)1(R)1(I)3(R)1(I)2,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
198,,Sat Nov 06 23:06:03 EDT 2021,LessThanEvaluator.java,1636254363424,9423,9423,(I)19,1.0,0.0,0.0,0.0,0.0,0.0,2.111111111111111,0.0,0.0,0.0,0.0,0.0,2.111111111111111,0.0,[]
199,,Sat Nov 06 23:06:12 EDT 2021,LessThanEvaluator.java,1636254372869,3383,3383,(I)16(R)2(I)3,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.6666666666666666,6.333333333333333,0.0,[]
200,,Sat Nov 06 23:06:16 EDT 2021,LessThanEvaluator.java,1636254376311,3494,3494,(I)3(R)3(I)4(R)2(I)4(R)2(I)7,0.72,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,2.3333333333333335,6.0,0.0,[]
201,,Sat Nov 06 23:06:20 EDT 2021,LessThanEvaluator.java,1636254380265,16371,0,(I)1(D)1(I)1(R)1(I)1(R)1(I)1,0.5714285714285714,14.285714285714285,0.0,0.0,0.0,0.0,0.4375,0.0,0.0625,0.0,0.0,0.125,0.25,0.0,[]
202,,Sat Nov 06 23:06:36 EDT 2021,LessThanEvaluator.java,1636254396636,25578,0,(D)3(I)2(R)3,0.25,37.5,0.0,0.0,0.0,0.0,0.32,0.0,0.12,0.0,0.0,0.12,0.08,0.0,[]
203,,Sat Nov 06 23:07:02 EDT 2021,LoadEvaluator.java,1636254422993,39661,0,(F)4(I)11,0.7333333333333333,0.0,0.0,26.666666666666668,0.0,0.0,0.38461538461538464,0.0,0.0,0.10256410256410256,0.0,0.0,0.28205128205128205,0.0,[]
204,,Sat Nov 06 23:07:42 EDT 2021,LoadEvaluator.java,1636254462729,3830,3830,(I)12(R)6(I)2(R)3(I)2,0.64,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,3.0,5.333333333333333,0.0,[]
205,,Sat Nov 06 23:07:46 EDT 2021,OperatorRegistry.java,1636254466712,19472,0,(I)8(F)4(I)2,0.7142857142857143,0.0,0.0,28.57142857142857,0.0,0.0,0.7368421052631579,0.0,0.0,0.21052631578947367,0.0,0.0,0.5263157894736842,0.0,[]
206,,Sat Nov 06 23:08:09 EDT 2021,OperatorRegistry.java,1636254489193,2517,2517,(I)2(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)6,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,3.0,6.5,0.0,[]
207,,Sat Nov 06 23:08:13 EDT 2021,OperatorRegistry.java,1636254493106,1166,1166,(R)1(I)11(R)2(I)8,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,[]
208,,Sat Nov 06 23:08:14 EDT 2021,OperatorRegistry.java,1636254494855,2535,2535,(I)10(R)2(I)6(R)2(I)2,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,[]
209,,Sat Nov 06 23:08:17 EDT 2021,LoadEvaluator.java,1636254497524,6951,6951,(I)20,1.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,[]
210,,Sat Nov 06 23:08:24 EDT 2021,LoadEvaluator.java,1636254504912,6812,6812,(I)12(R)1(I)2(F)2,0.8235294117647058,0.0,0.0,11.76470588235294,0.0,0.0,2.8333333333333335,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,2.3333333333333335,0.0,[]
211,,Sat Nov 06 23:08:33 EDT 2021,LoadEvaluator.java,1636254513975,29591,0,(F)2(D)1(I)1(F)2(I)5,0.5454545454545454,9.090909090909092,0.0,36.36363636363637,0.0,0.0,0.3793103448275862,0.0,0.034482758620689655,0.13793103448275862,0.0,0.0,0.20689655172413793,0.0,[]
212,,Sat Nov 06 23:09:03 EDT 2021,LoadEvaluator.java,1636254543676,-34544,-34544,(I)12(R)1(I)1(R)1(I)4(R)1(I)1,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
213,,Sat Nov 06 23:08:34 EDT 2021,LoadEvaluator.java,1636254514061,42726,0,(I)5(R)1(I)1(R)1(I)5(R)4(I)6,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.0,0.0,0.0,0.0,0.14285714285714285,0.40476190476190477,0.0,[]
214,,Sat Nov 06 23:09:16 EDT 2021,LoadEvaluator.java,1636254556863,3295,3295,(I)13(R)12,0.52,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,4.0,4.333333333333333,0.0,[]
215,,Sat Nov 06 23:09:20 EDT 2021,LoadEvaluator.java,1636254560255,4490,4490,(I)21,1.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,5.25,0.0,[]
216,,Sat Nov 06 23:09:24 EDT 2021,LoadEvaluator.java,1636254564959,3213,3213,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
217,,Sat Nov 06 23:09:28 EDT 2021,LoadEvaluator.java,1636254568266,19496,0,(I)3(D)1(I)3,0.8571428571428571,14.285714285714285,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.05263157894736842,0.0,0.0,0.0,0.3157894736842105,0.0,[]
218,,Sat Nov 06 23:09:47 EDT 2021,LoadEvaluator.java,1636254587826,17863,0,(I)16,1.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,[]
219,,Sat Nov 06 23:10:06 EDT 2021,LoadEvaluator.java,1636254606907,-48527,-48527,(I)1(F)2(I)1(D)2(I)2(R)1(I)1(R)1,0.45454545454545453,18.181818181818183,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
220,,Sat Nov 06 23:09:20 EDT 2021,LoadEvaluator.java,1636254560255,68303,0,(I)10(R)8,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,0.0,0.0,0.0,0.0,0.11764705882352941,0.14705882352941177,0.0,[]
221,,Sat Nov 06 23:10:28 EDT 2021,LoadEvaluator.java,1636254628710,3322,3322,(R)2(I)15(R)3(I)5,0.8,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,1.6666666666666667,6.666666666666667,0.0,[]
222,,Sat Nov 06 23:10:32 EDT 2021,LoadEvaluator.java,1636254632081,4699,4699,(I)20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
223,,Sat Nov 06 23:10:36 EDT 2021,LoadEvaluator.java,1636254636943,3273,3273,(I)6(R)5(I)4(R)4(I)6,0.64,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,3.0,5.333333333333333,0.0,[]
224,,Sat Nov 06 23:10:40 EDT 2021,LoadEvaluator.java,1636254640291,3380,3380,(I)6(R)1(I)1(R)1(I)1(R)1(I)9(R)2(I)3,0.8,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,1.6666666666666667,6.666666666666667,0.0,[]
225,,Sat Nov 06 23:10:43 EDT 2021,LoadEvaluator.java,1636254643756,12443,0,(I)13,1.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.0,[]
226,,Sat Nov 06 23:10:58 EDT 2021,LoadEvaluator.java,1636254658005,7889,7889,(I)3(R)1(I)12(F)2(I)4,0.8636363636363636,0.0,0.0,9.090909090909092,0.0,0.0,3.142857142857143,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,2.7142857142857144,0.0,[]
227,,Sat Nov 06 23:11:06 EDT 2021,LoadEvaluator.java,1636254666100,15847,0,(R)4(I)4(R)2(I)2,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.4,0.0,[]
228,,Sat Nov 06 23:11:23 EDT 2021,LoadEvaluator.java,1636254683051,7398,7398,(I)13(R)1(I)1,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,2.142857142857143,0.0,0.0,0.0,0.0,0.14285714285714285,2.0,0.0,[]
229,,Sat Nov 06 23:11:30 EDT 2021,LoadEvaluator.java,1636254690449,10966,0,(I)2(D)3,0.4,60.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.2,0.0,[]
230,,Sat Nov 06 23:11:41 EDT 2021,LessThanEvaluator.java,1636254701459,22199,0,(D)2(F)2(I)2(D)4,0.2,60.0,0.0,20.0,0.0,0.0,0.45454545454545453,0.0,0.2727272727272727,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,[]
231,,Sat Nov 06 23:12:09 EDT 2021,ClassRegistry.java,1636254729064,-17899,-17899,(I)8(R)1(I)2(R)2(I)1(R)1(I)2(R)1(I)3(R)1(I)1,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
232,,Sat Nov 06 23:12:09 EDT 2021,LoadEvaluator.java,1636254729064,20988,0,(I)16,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,[]
233,,Sat Nov 06 23:12:30 EDT 2021,LoadEvaluator.java,1636254750100,3542,3542,(I)10(R)1(I)9(R)5,0.76,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,2.0,6.333333333333333,0.0,[]
234,,Sat Nov 06 23:12:33 EDT 2021,LoadEvaluator.java,1636254753758,10016,0,(I)18(R)1(I)2,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.1,2.0,0.0,[]
235,,Sat Nov 06 23:12:43 EDT 2021,LoadEvaluator.java,1636254763931,11225,0,(I)3(R)2(I)1(R)1(I)10(D)1,0.7777777777777778,5.555555555555555,0.0,0.0,0.0,0.0,1.6363636363636365,0.0,0.09090909090909091,0.0,0.0,0.2727272727272727,1.2727272727272727,0.0,[]
236,,Sat Nov 06 23:12:55 EDT 2021,LoadEvaluator.java,1636254775156,-30844,-30844,(D)1(F)2(I)2(R)3(F)2(I)1,0.2727272727272727,9.090909090909092,0.0,36.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
237,,Sat Nov 06 23:12:28 EDT 2021,LoadEvaluator.java,1636254748958,84119,0,(I)2(R)1(I)1(R)1(I)5(R)1(I)2(R)1(I)1(R)1(I)2(R)3(I)2,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.27380952380952384,0.0,0.0,0.0,0.0,0.09523809523809523,0.17857142857142858,0.0,[]
238,,Sat Nov 06 23:13:53 EDT 2021,LoadEvaluator.java,1636254833645,36249,0,(I)10(D)1(F)2(I)1,0.7857142857142857,7.142857142857142,0.0,14.285714285714285,0.0,0.0,0.3888888888888889,0.0,0.027777777777777776,0.05555555555555555,0.0,0.0,0.3055555555555556,0.0,[]
239,,Sat Nov 06 23:14:34 EDT 2021,LoadEvaluator.java,1636254874869,4432,4432,(I)7(R)4(I)1(R)1(I)11,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.25,4.75,0.0,[]
240,,Sat Nov 06 23:14:39 EDT 2021,LoadEvaluator.java,1636254879349,84565,0,(I)8(R)1(F)4(I)1,0.6428571428571429,0.0,0.0,28.57142857142857,0.0,0.0,0.16666666666666666,0.0,0.0,0.047619047619047616,0.0,0.011904761904761904,0.10714285714285714,0.0,[]
241,,Sat Nov 06 23:16:03 EDT 2021,LoadEvaluator.java,1636254963918,10498,0,(I)17,1.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.7,0.0,[]
242,,Sat Nov 06 23:16:14 EDT 2021,LoadEvaluator.java,1636254974416,14477,0,(D)2(I)3(R)1(I)6,0.75,16.666666666666664,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.6428571428571429,0.0,[]
243,,Sat Nov 06 23:16:28 EDT 2021,LoadEvaluator.java,1636254988964,5523,5523,(I)19,1.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,[]
244,,Sat Nov 06 23:16:34 EDT 2021,LoadEvaluator.java,1636254994637,24816,0,(I)11(D)1(F)2,0.7857142857142857,7.142857142857142,0.0,14.285714285714285,0.0,0.0,0.5833333333333334,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.4583333333333333,0.0,[]
245,,Sat Nov 06 23:17:00 EDT 2021,LoadEvaluator.java,1636255020084,19443,0,(F)2(I)2(R)13(I)2,0.21052631578947367,0.0,0.0,10.526315789473683,0.0,0.0,1.0,0.0,0.0,0.10526315789473684,0.0,0.6842105263157895,0.21052631578947367,0.0,[]
246,,Sat Nov 06 23:17:19 EDT 2021,LoadEvaluator.java,1636255039540,-69284,-69284,(D)1(I)1(F)2(I)4(R)1(I)1(R)1(I)1(R)1(I)3,0.625,6.25,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
247,,Sat Nov 06 23:16:10 EDT 2021,LoadEvaluator.java,1636254970432,138162,0,(I)2(R)1(I)3(R)1(I)2(R)1(I)2(R)9,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.15217391304347827,0.0,0.0,0.0,0.0,0.08695652173913043,0.06521739130434782,0.0,[]
248,,Sat Nov 06 23:18:28 EDT 2021,LoadEvaluator.java,1636255108716,20848,0,(R)2(I)2(D)1(I)8,0.7692307692307693,7.6923076923076925,0.0,0.0,0.0,0.0,0.65,0.0,0.05,0.0,0.0,0.1,0.5,0.0,[]
249,,Sat Nov 06 23:18:49 EDT 2021,LoadEvaluator.java,1636255129571,8772,8772,(I)11,1.0,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,0.0,0.0,0.0,1.375,0.0,[]
250,,Sat Nov 06 23:18:58 EDT 2021,LoadEvaluator.java,1636255138411,25107,0,(I)12(D)1(I)4,0.9411764705882353,5.88235294117647,0.0,0.0,0.0,0.0,0.68,0.0,0.04,0.0,0.0,0.0,0.64,0.0,[]
251,,Sat Nov 06 23:19:23 EDT 2021,LoadEvaluator.java,1636255163634,5156,5156,(I)9(R)5(I)5(R)1(I)3,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,1.2,3.4,0.0,[]
252,,Sat Nov 06 23:19:29 EDT 2021,LoadEvaluator.java,1636255169016,18470,0,(D)2(I)1(R)2(I)3(R)1(I)4,0.6153846153846154,15.384615384615385,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.1111111111111111,0.0,0.0,0.16666666666666666,0.4444444444444444,0.0,[]
253,,Sat Nov 06 23:19:47 EDT 2021,LoadEvaluator.java,1636255187567,2788,2788,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
254,,Sat Nov 06 23:19:50 EDT 2021,LoadEvaluator.java,1636255190428,-27137,-27137,(I)6(R)1(I)13,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
255,,Sat Nov 06 23:19:26 EDT 2021,LoadEvaluator.java,1636255166341,32994,0,(R)1(I)1(R)1(I)1(R)2(I)2(R)1(I)1(R)1(I)3(R)1(I)3,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.21875,0.34375,0.0,[]
256,,Sat Nov 06 23:20:00 EDT 2021,LoadEvaluator.java,1636255200220,6368,6368,(I)9(R)1(I)6,0.9375,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.16666666666666666,2.5,0.0,[]
257,,Sat Nov 06 23:20:06 EDT 2021,LoadEvaluator.java,1636255206606,73499,0,(D)1(F)4(I)3,0.375,12.5,0.0,50.0,0.0,0.0,0.1095890410958904,0.0,0.0136986301369863,0.0547945205479452,0.0,0.0,0.0410958904109589,0.0,[]
258,,Sat Nov 06 23:21:22 EDT 2021,LoadEvaluator.java,1636255282287,9549,9549,(I)1(F)2(I)3(R)4(I)8,0.6666666666666666,0.0,0.0,11.11111111111111,0.0,0.0,2.0,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,1.3333333333333333,0.0,[]
259,,Sat Nov 06 23:21:32 EDT 2021,LoadEvaluator.java,1636255292025,13804,0,(I)6(R)3(I)1(F)2(R)1(I)2,0.6,0.0,0.0,13.333333333333334,0.0,0.0,1.1538461538461537,0.0,0.0,0.15384615384615385,0.0,0.3076923076923077,0.6923076923076923,0.0,[]
260,,Sat Nov 06 23:21:46 EDT 2021,LoadEvaluator.java,1636255306972,-14949,-14949,(I)4(F)2(I)2(R)1(I)5(R)1(I)2,0.7647058823529411,0.0,0.0,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
261,,Sat Nov 06 23:21:37 EDT 2021,LoadEvaluator.java,1636255297234,60824,0,(I)1(R)1(I)1(R)1(I)1(R)1(I)12,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.05,0.25,0.0,[]
262,,Sat Nov 06 23:22:38 EDT 2021,Grader.java,1636255358090,16126,0,(I)3(R)2(I)8(D)1(I)1(D)1,0.75,12.5,0.0,0.0,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0.125,0.75,0.0,[]
263,,Sat Nov 06 23:22:54 EDT 2021,LoadEvaluator.java,1636255374675,48617,0,(F)2(I)7(R)1(I)4,0.7857142857142857,0.0,0.0,14.285714285714285,0.0,0.0,0.2916666666666667,0.0,0.0,0.041666666666666664,0.0,0.020833333333333332,0.22916666666666666,0.0,[]
264,,Sat Nov 06 23:23:43 EDT 2021,LoadEvaluator.java,1636255423292,20450,0,(I)6(R)5(I)2(R)1(I)1(F)2,0.5294117647058824,0.0,0.0,11.76470588235294,0.0,0.0,0.85,0.0,0.0,0.1,0.0,0.3,0.45,0.0,[]
265,,Sat Nov 06 23:24:05 EDT 2021,Runner.java,1636255445361,9881,9881,(I)14(D)1(F)2,0.8235294117647058,5.88235294117647,0.0,11.76470588235294,0.0,0.0,1.8888888888888888,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,1.5555555555555556,0.0,[]
266,,Sat Nov 06 23:24:15 EDT 2021,Runner.java,1636255455242,22904,0,(F)4(I)1(D)1(I)3(R)1,0.4,10.0,0.0,40.0,0.0,0.0,0.45454545454545453,0.0,0.045454545454545456,0.18181818181818182,0.0,0.045454545454545456,0.18181818181818182,0.0,[]
267,,Sat Nov 06 23:24:38 EDT 2021,LoadEvaluator.java,1636255478449,19787,0,(R)1(I)8(F)2(I)4,0.8,0.0,0.0,13.333333333333334,0.0,0.0,0.7894736842105263,0.0,0.0,0.10526315789473684,0.0,0.05263157894736842,0.631578947368421,0.0,[]
268,,Sat Nov 06 23:25:00 EDT 2021,LoadEvaluator.java,1636255500520,20615,0,(I)1(F)4(I)2(R)1(I)7(R)1,0.625,0.0,0.0,25.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.1,0.5,0.0,[]
269,,Sat Nov 06 23:25:21 EDT 2021,LoadEvaluator.java,1636255521135,-61622,-61622,(F)10(I)6,0.375,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
270,,Sat Nov 06 23:24:20 EDT 2021,LoadEvaluator.java,1636255460841,93911,0,(I)1(R)1(I)4(R)1(I)1(R)1(I)2(R)1(I)9,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.22580645161290322,0.0,0.0,0.0,0.0,0.043010752688172046,0.1827956989247312,0.0,[]
271,,Sat Nov 06 23:25:54 EDT 2021,LoadEvaluator.java,1636255554765,93634,0,(D)1(F)2(I)8,0.7272727272727273,9.090909090909092,0.0,18.181818181818183,0.0,0.0,0.11827956989247312,0.0,0.010752688172043012,0.021505376344086023,0.0,0.0,0.08602150537634409,0.0,[]
272,,Sat Nov 06 23:27:28 EDT 2021,LoadEvaluator.java,1636255648506,6217,6217,(I)21,1.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,[]
273,,Sat Nov 06 23:27:34 EDT 2021,LoadEvaluator.java,1636255654927,15364,0,(I)2(R)1(I)9(R)2(I)5,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,0.0,0.0,0.0,0.0,0.2,1.0666666666666667,0.0,[]
274,,Sat Nov 06 23:27:50 EDT 2021,LoadEvaluator.java,1636255670384,30528,0,(I)4(R)1(D)1(I)1(F)2,0.5555555555555556,11.11111111111111,0.0,22.22222222222222,0.0,0.0,0.3,0.0,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.16666666666666666,0.0,[]
275,,Sat Nov 06 23:28:20 EDT 2021,Grader.java,1636255700912,95426,0,(I)2(F)2(I)1(F)2(I)3(D)1(F)1,0.5,8.333333333333332,0.0,41.66666666666667,0.0,0.0,0.12631578947368421,0.0,0.010526315789473684,0.05263157894736842,0.0,0.0,0.06315789473684211,0.0,[]
276,,Sat Nov 06 23:29:56 EDT 2021,LoadEvaluator.java,1636255796338,84664,0,(F)1(D)1(F)2(I)1,0.2,20.0,0.0,60.0,0.0,0.0,0.05952380952380952,0.0,0.011904761904761904,0.03571428571428571,0.0,0.0,0.011904761904761904,0.0,[]
277,,Sat Nov 06 23:31:22 EDT 2021,LoadEvaluator.java,1636255882842,8104,8104,(I)10(R)1(I)2(R)1(I)8,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.25,2.5,0.0,[]
278,,Sat Nov 06 23:31:31 EDT 2021,LoadEvaluator.java,1636255891062,3172,3172,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,[]
279,,Sat Nov 06 23:31:34 EDT 2021,LoadEvaluator.java,1636255894298,-224379,-224379,(I)2(R)1(I)14(R)1(I)1(R)1(I)1,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
280,,Sat Nov 06 23:27:54 EDT 2021,LoadEvaluator.java,1636255674056,229842,0,(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)14,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.09170305676855896,0.0,0.0,0.0,0.0,0.017467248908296942,0.07423580786026202,0.0,[]
281,,Sat Nov 06 23:31:43 EDT 2021,LoadEvaluator.java,1636255903898,23247,0,(I)8(F)2(D)1(F)1,0.6666666666666666,8.333333333333332,0.0,25.0,0.0,0.0,0.5217391304347826,0.0,0.043478260869565216,0.13043478260869565,0.0,0.0,0.34782608695652173,0.0,[]
282,,Sat Nov 06 23:32:07 EDT 2021,LessThanEvaluator.java,1636255927232,76017,0,(F)3(I)2(D)3,0.25,37.5,0.0,37.5,0.0,0.0,0.10526315789473684,0.0,0.039473684210526314,0.039473684210526314,0.0,0.0,0.02631578947368421,0.0,[]
283,,Sat Nov 06 23:33:23 EDT 2021,LessThanEvaluator.java,1636256003316,-26523,-26523,(I)12(R)1(I)4,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
284,,Sat Nov 06 23:33:08 EDT 2021,LessThanEvaluator.java,1636255988271,55814,0,(I)3(R)1(I)1(R)11(I)2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.32727272727272727,0.0,0.0,0.0,0.0,0.21818181818181817,0.10909090909090909,0.0,[]
285,,Sat Nov 06 23:34:05 EDT 2021,LessThanEvaluator.java,1636256045407,9810,9810,(I)7(R)1(I)6,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.0,0.1111111111111111,1.4444444444444444,0.0,[]
286,,Sat Nov 06 23:34:15 EDT 2021,LessThanEvaluator.java,1636256055358,11816,0,(I)7(R)2(D)3,0.5833333333333334,25.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.2727272727272727,0.0,0.0,0.18181818181818182,0.6363636363636364,0.0,[]
287,,Sat Nov 06 23:34:27 EDT 2021,LessThanEvaluator.java,1636256067174,45353,0,(D)5(I)2(F)2,0.2222222222222222,55.55555555555556,0.0,22.22222222222222,0.0,0.0,0.2,0.0,0.1111111111111111,0.044444444444444446,0.0,0.0,0.044444444444444446,0.0,[]
288,,Sat Nov 06 23:35:12 EDT 2021,LessThanEvaluator.java,1636256112527,69020,0,(I)1(D)1(I)1(R)1(D)1(F)2(I)3,0.5,20.0,0.0,20.0,0.0,0.0,0.14492753623188406,0.0,0.028985507246376812,0.028985507246376812,0.0,0.014492753623188406,0.07246376811594203,0.0,[]
289,,Sat Nov 06 23:36:22 EDT 2021,LessThanEvaluator.java,1636256182364,-128415,-128415,(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)2(R)1(I)6(R)1(I)1,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
290,,Sat Nov 06 23:34:14 EDT 2021,LessThanEvaluator.java,1636256054950,142925,0,(I)2(R)1(I)1(R)1(I)1(R)5(I)1(R)1(I)3(R)1(I)7,0.625,0.0,0.0,0.0,0.0,0.0,0.16901408450704225,0.0,0.0,0.0,0.0,0.06338028169014084,0.1056338028169014,0.0,[]
291,,Sat Nov 06 23:36:38 EDT 2021,LessThanEvaluator.java,1636256198006,4307,4307,(I)6(R)5(I)1(R)2(I)7,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,1.75,3.5,0.0,[]
292,,Sat Nov 06 23:36:42 EDT 2021,LessThanEvaluator.java,1636256202326,41569489,0,(D)2(I)1(F)5,0.125,25.0,0.0,62.5,0.0,0.0,1.924511053910366E-4,0.0,4.811277634775915E-5,1.2028194086939786E-4,0.0,0.0,2.4056388173879573E-5,0.0,[]
293,,Sun Nov 07 10:09:48 EST 2021,ComparisonEnumerations.java,1636297788622,38673,0,(F)1(I)1(F)6(I)2(F)1,0.2727272727272727,0.0,0.0,72.72727272727273,0.0,0.0,0.2894736842105263,0.0,0.0,0.21052631578947367,0.0,0.0,0.07894736842105263,0.0,[]
